state_district,bioguide_id,full_name,formal_name,title,first_name,middle_name,last_name,suffix,sortable_name,prior_congress,official_name,party,caucus,state_code,state,district,town,office_building,office_room,office_zip,office_zip_suffix,phone,last_elected_date,sworn_date
MO05,C001061,"Cleaver, Emanuel",Mr. Cleaver,Mr.,Emanuel,,Cleaver,,"CLEAVER,EMANUEL",115,Emanuel Cleaver,D,D,MO,Missouri,5th,Kansas City,RHOB,2335,20515,2505,(202) 225-4535,20181106,20190103
MO06,G000546,"Graves, Sam",Mr. Graves of Missouri,Mr.,Sam,,Graves,,"GRAVES,SAM",115,Sam Graves,R,R,MO,Missouri,6th,Tarkio,LHOB,1135,20515,2506,(202) 225-7041,20181106,20190103
MO07,L000576,"Long, Billy",Mr. Long,Mr.,Billy,,Long,,"LONG,BILLY",115,Billy Long,R,R,MO,Missouri,7th,Springfield,RHOB,2454,20515,2507,(202) 225-6536,20181106,20190103
MO08,S001195,"Smith, Jason",Mr. Smith of Missouri,Mr.,Jason,,Smith,,"SMITH,JASON",115,Jason Smith,R,R,MO,Missouri,8th,Salem,RHOB,2418,20515,2508,(202) 225-4404,20181106,20190103
MP00,S001177,"Sablan, Gregorio",Mr. Sablan,Mr.,Gregorio,Kilili Camacho,Sablan,,"SABLAN,GREGORIO",115,Gregorio Kilili Camacho Sablan,D,D,MP,Northern Mariana Islands,Delegate,Saipan,RHOB,2411,20515,5201,(202) 225-2646,20181106,20190103
MS01,K000388,"Kelly, Trent",Mr. Kelly of Mississippi,Mr.,Trent,,Kelly,,"KELLY,TRENT",115,Trent Kelly,R,R,MS,Mississippi,1st,Saltillo,LHOB,1005,20515,2401,(202) 225-4306,20181106,20190103
MS02,T000193,"Thompson, Bennie",Mr. Thompson of Mississippi,Mr.,Bennie,G.,Thompson,,"THOMPSON,BENNIE",115,Bennie G. Thompson,D,D,MS,Mississippi,2nd,Bolton,RHOB,2466,20515,2402,(202) 225-5876,20181106,20190103
MS03,G000591,"Guest, Michael",Mr. Guest,Mr.,Michael,,Guest,,"GUEST,MICHAEL",0,Michael Guest,R,R,MS,Mississippi,3rd,Brandon,CHOB,230,20515,2403,(202) 225-5031,20181106,20190103
MS04,P000601,"Palazzo, Steven",Mr. Palazzo,Mr.,Steven,M.,Palazzo,,"PALAZZO,STEVEN",115,Steven M. Palazzo,R,R,MS,Mississippi,4th,Biloxi,RHOB,2349,20515,2404,(202) 225-5772,20181106,20190103
MT00,G000584,"Gianforte, Greg",Mr. Gianforte,Mr.,Greg,,Gianforte,,"GIANFORTE,GREG",115,Greg Gianforte,R,R,MT,Montana,At Large,Bozeman,LHOB,1222,20515,2600,(202) 225-3211,20181106,20190103
NC01,B001251,"Butterfield, G.",Mr. Butterfield,Mr.,G.,K.,Butterfield,,"BUTTERFIELD,G.",115,G. K. Butterfield,D,D,NC,North Carolina,1st,Wilson,RHOB,2080,20515,3301,(202) 225-3101,20181106,20190103
NC02,H001065,"Holding, George",Mr. Holding,Mr.,George,,Holding,,"HOLDING,GEORGE",115,George Holding,R,R,NC,North Carolina,2nd,Raleigh,LHOB,1110,20515,3302,(202) 225-3032,20181106,20190103
NC03,,,,,,,,,,0,,,,NC,North Carolina,3rd,,RHOB,2333,20515,3303,(202) 225-3415,,
NC04,P000523,"Price, David",Mr. Price of North Carolina,Mr.,David,E.,Price,,"PRICE,DAVID",115,David E. Price,D,D,NC,North Carolina,4th,Chapel Hill,RHOB,2108,20515,3304,(202) 225-1784,20181106,20190103
NC05,F000450,"Foxx, Virginia",Ms. Foxx of North Carolina,Ms.,Virginia,,Foxx,,"FOXX,VIRGINIA",115,Virginia Foxx,R,R,NC,North Carolina,5th,Banner Elk,RHOB,2462,20515,3305,(202) 225-2071,20181106,20190103
NC06,W000819,"Walker, Mark",Mr. Walker,Mr.,Mark,,Walker,,"WALKER,MARK",115,Mark Walker,R,R,NC,North Carolina,6th,Greensboro,LHOB,1725,20515,3306,(202) 225-3065,20181106,20190103
NC07,R000603,"Rouzer, David",Mr. Rouzer,Mr.,David,,Rouzer,,"ROUZER,DAVID",115,David Rouzer,R,R,NC,North Carolina,7th,Wilmington,RHOB,2439,20515,3307,(202) 225-2731,20181106,20190103
NC08,H001067,"Hudson, Richard",Mr. Hudson,Mr.,Richard,,Hudson,,"HUDSON,RICHARD",115,Richard Hudson,R,R,NC,North Carolina,8th,Concord,RHOB,2112,20515,3308,(202) 225-3715,20181106,20190103
NC09,,,,,,,,,,0,,,,NC,North Carolina,9th,,CHOB,132,20515,3309,(202) 225-1976,,
NC10,M001156,"McHenry, Patrick",Mr. McHenry,Mr.,Patrick,T.,McHenry,,"MCHENRY,PATRICK",115,Patrick T. McHenry,R,R,NC,North Carolina,10th,Lake Norman,RHOB,2004,20515,3310,(202) 225-2576,20181106,20190103
NC11,M001187,"Meadows, Mark",Mr. Meadows,Mr.,Mark,,Meadows,,"MEADOWS,MARK",115,Mark Meadows,R,R,NC,North Carolina,11th,Skyland,RHOB,2160,20515,3311,(202) 225-6401,20181106,20190103
NC12,A000370,"Adams, Alma",Ms. Adams,Ms.,Alma,S.,Adams,,"ADAMS,ALMA",115,Alma S. Adams,D,D,NC,North Carolina,12th,Charlotte,RHOB,2436,20515,3312,(202) 225-1510,20181106,20190103
NC13,B001305,"Budd, Ted",Mr. Budd,Mr.,Ted,,Budd,,"BUDD,TED",115,Ted Budd,R,R,NC,North Carolina,13th,Advance,CHOB,118,20515,3313,(202) 225-4531,20181106,20190103
ND00,A000377,"Armstrong, Kelly",Mr. Armstrong,Mr.,Kelly,,Armstrong,,"ARMSTRONG,KELLY",0,Kelly Armstrong,R,R,ND,North Dakota,At Large,Dickinson,LHOB,1004,20515,3400,(202) 225-2611,20181106,20190103
NE01,F000449,"Fortenberry, Jeff",Mr. Fortenberry,Mr.,Jeff,,Fortenberry,,"FORTENBERRY,JEFF",115,Jeff Fortenberry,R,R,NE,Nebraska,1st,Lincoln,LHOB,1514,20515,2701,(202) 225-4806,20181106,20190103
NE02,B001298,"Bacon, Don",Mr. Bacon,Mr.,Don,,Bacon,,"BACON,DON",115,Don Bacon,R,R,NE,Nebraska,2nd,Papillion,LHOB,1024,20515,2702,(202) 225-4155,20181106,20190103
NE03,S001172,"Smith, Adrian",Mr. Smith of Nebraska,Mr.,Adrian,,Smith,,"SMITH,ADRIAN",115,Adrian Smith,R,R,NE,Nebraska,3rd,Gering,CHOB,502,20515,2703,(202) 225-6435,20181106,20190103
NH01,P000614,"Pappas, Chris",Mr. Pappas,Mr.,Chris,,Pappas,,"PAPPAS,CHRIS",0,Chris Pappas,D,D,NH,New Hampshire,1st,Manchester,CHOB,323,20515,2901,(202) 225-5456,20181106,20190103
NH02,K000382,"Kuster, Ann",Ms. Kuster of New Hampshire,Ms.,Ann,M.,Kuster,,"KUSTER,ANN",115,Ann M. Kuster,D,D,NH,New Hampshire,2nd,Hopkinton,CHOB,320,20515,2902,(202) 225-5206,20181106,20190103
NJ01,N000188,"Norcross, Donald",Mr. Norcross,Mr.,Donald,,Norcross,,"NORCROSS,DONALD",115,Donald Norcross,D,D,NJ,New Jersey,1st,Camden City,RHOB,2437,20515,3001,(202) 225-6501,20181106,20190103
NJ02,V000133,"Van Drew, Jefferson",Mr. Van Drew,Mr.,Jefferson,,Van Drew,,"VANDREW,JEFFERSON",0,Jefferson Van Drew,D,D,NJ,New Jersey,2nd,Dennis Township,CHOB,331,20515,3002,(202) 225-6572,20181106,20190103
NJ03,K000394,"Kim, Andy",Mr. Kim,Mr.,Andy,,Kim,,"KIM,ANDY",0,Andy Kim,D,D,NJ,New Jersey,3rd,Bordentown,LHOB,1516,20515,3003,(202) 225-4765,20181106,20190103
NJ04,S000522,"Smith, Christopher",Mr. Smith of New Jersey,Mr.,Christopher,H.,Smith,,"SMITH,CHRISTOPHER",115,Christopher H. Smith,R,R,NJ,New Jersey,4th,Hamilton,RHOB,2373,20515,3004,(202) 225-3765,20181106,20190103
NJ05,G000583,"Gottheimer, Josh",Mr. Gottheimer,Mr.,Josh,,Gottheimer,,"GOTTHEIMER,JOSH",115,Josh Gottheimer,D,D,NJ,New Jersey,5th,Wyckoff,CHOB,213,20515,3005,(202) 225-4465,20181106,20190103
NJ06,P000034,"Pallone, Frank",Mr. Pallone,Mr.,Frank,,Pallone,Jr.,"PALLONE,FRANK",115,"Frank Pallone, Jr.",D,D,NJ,New Jersey,6th,Long Branch,RHOB,2107,20515,3006,(202) 225-4671,20181106,20190103
NJ07,M001203,"Malinowski, Tom",Mr. Malinowski,Mr.,Tom,,Malinowski,,"MALINOWSKI,TOM",0,Tom Malinowski,D,D,NJ,New Jersey,7th,Rocky Hill,CHOB,426,20515,3007,(202) 225-5361,20181106,20190103
NJ08,S001165,"Sires, Albio",Mr. Sires,Mr.,Albio,,Sires,,"SIRES,ALBIO",115,Albio Sires,D,D,NJ,New Jersey,8th,West New York,RHOB,2268,20515,3008,(202) 225-7919,20181106,20190103
NJ09,P000096,"Pascrell, Bill",Mr. Pascrell,Mr.,Bill,,Pascrell,Jr.,"PASCRELL,BILL",115,"Bill Pascrell, Jr.",D,D,NJ,New Jersey,9th,Paterson,RHOB,2409,20515,3009,(202) 225-5751,20181106,20190103
NJ10,P000604,"Payne, Donald",Mr. Payne,Mr.,Donald,M.,Payne,Jr.,"PAYNE,DONALD",115,"Donald M. Payne, Jr.",D,D,NJ,New Jersey,10th,Newark,CHOB,103,20515,3010,(202) 225-3436,20181106,20190103
NJ11,S001207,"Sherrill, Mikie",Ms. Sherrill,Ms.,Mikie,,Sherrill,,"SHERRILL,MIKIE",0,Mikie Sherrill,D,D,NJ,New Jersey,11th,Montclair,LHOB,1208,20515,3011,(202) 225-5034,20181106,20190103
NJ12,W000822,"Watson Coleman, Bonnie",Mrs. Watson Coleman,Mrs.,Bonnie,,Watson Coleman,,"WATSONCOLEMAN,BONNIE",115,Bonnie Watson Coleman,D,D,NJ,New Jersey,12th,Ewing Township,RHOB,2442,20515,3012,(202) 225-5801,20181106,20190103
NM01,H001080,"Haaland, Debra",Ms. Haaland,Ms.,Debra,A.,Haaland,,"HAALAND,DEBRA",0,Debra A. Haaland,D,D,NM,New Mexico,1st,Albuquerque,LHOB,1237,20515,3101,(202) 225-6316,20181106,20190103
NM02,T000484,"Torres Small, Xochitl",Ms. Torres Small of New Mexico,Ms.,Xochitl,,Torres Small,,"TORRESSMALL,XOCHITL",0,Xochitl Torres Small,D,D,NM,New Mexico,2nd,Las Cruces,CHOB,430,20515,3102,(202) 225-2365,20181106,20190103
NM03,L000570,"Luján, Ben",Mr. Luján,Mr.,Ben,Ray,Luján,,"LUJAN,BEN",115,Ben Ray Luján,D,D,NM,New Mexico,3rd,Nambé,RHOB,2323,20515,3103,(202) 225-6190,20181106,20190103
NV01,T000468,"Titus, Dina",Ms. Titus,Ms.,Dina,,Titus,,"TITUS,DINA",115,Dina Titus,D,D,NV,Nevada,1st,Las Vegas,RHOB,2464,20515,2801,(202) 225-5965,20181106,20190103
NV02,A000369,"Amodei, Mark",Mr. Amodei,Mr.,Mark,E.,Amodei,,"AMODEI,MARK",115,Mark E. Amodei,R,R,NV,Nevada,2nd,Carson City,CHOB,104,20515,2802,(202) 225-6155,20181106,20190103
NV03,L000590,"Lee, Susie",Mrs. Lee of Nevada,Mrs.,Susie,,Lee,,"LEE,SUSIE",0,Susie Lee,D,D,NV,Nevada,3rd,Las Vegas,CHOB,522,20515,2803,(202) 225-3252,20181106,20190103
NV04,H001066,"Horsford, Steven",Mr. Horsford,Mr.,Steven,,Horsford,,"HORSFORD,STEVEN",113,Steven Horsford,D,D,NV,Nevada,4th,Las Vegas,LHOB,1330,20515,2804,(202) 225-9894,20181106,20190103
NY01,Z000017,"Zeldin, Lee",Mr. Zeldin,Mr.,Lee,M.,Zeldin,,"ZELDIN,LEE",115,Lee M. Zeldin,R,R,NY,New York,1st,Shirley,RHOB,2441,20515,3201,(202) 225-3826,20181106,20190103
NY02,K000210,"King, Peter",Mr. King of New York,Mr.,Peter,T.,King,,"KING,PETER",115,Peter T. King,R,R,NY,New York,2nd,Seaford,CHOB,302,20515,3202,(202) 225-7896,20181106,20190103
NY03,S001201,"Suozzi, Thomas",Mr. Suozzi,Mr.,Thomas,R.,Suozzi,,"SUOZZI,THOMAS",115,Thomas R. Suozzi,D,D,NY,New York,3rd,Glen Cove,CHOB,214,20515,3203,(202) 225-3335,20181106,20190103
NY04,R000602,"Rice, Kathleen",Miss Rice of New York,Miss,Kathleen,M.,Rice,,"RICE,KATHLEEN",115,Kathleen M. Rice,D,D,NY,New York,4th,Garden City,RHOB,2435,20515,3204,(202) 225-5516,20181106,20190103
NY05,M001137,"Meeks, Gregory",Mr. Meeks,Mr.,Gregory,W.,Meeks,,"MEEKS,GREGORY",115,Gregory W. Meeks,D,D,NY,New York,5th,Queens,RHOB,2310,20515,3205,(202) 225-3461,20181106,20190103
NY06,M001188,"Meng, Grace",Ms. Meng,Ms.,Grace,,Meng,,"MENG,GRACE",115,Grace Meng,D,D,NY,New York,6th,Queens,RHOB,2209,20515,3206,(202) 225-2601,20181106,20190103
NY07,V000081,"Velázquez, Nydia",Ms. Velázquez,Ms.,Nydia,M.,Velázquez,,"VELAZQUEZ,NYDIA",115,Nydia M. Velázquez,D,D,NY,New York,7th,Brooklyn,RHOB,2302,20515,3207,(202) 225-2361,20181106,20190103
NY08,J000294,"Jeffries, Hakeem",Mr. Jeffries,Mr.,Hakeem,S.,Jeffries,,"JEFFRIES,HAKEEM",115,Hakeem S. Jeffries,D,D,NY,New York,8th,Brooklyn,RHOB,2433,20515,3208,(202) 225-5936,20181106,20190103
NY09,C001067,"Clarke, Yvette",Ms. Clarke of New York,Ms.,Yvette,D.,Clarke,,"CLARKE,YVETTE",115,Yvette D. Clarke,D,D,NY,New York,9th,Brooklyn,RHOB,2058,20515,3209,(202) 225-6231,20181106,20190103
NY10,N000002,"Nadler, Jerrold",Mr. Nadler,Mr.,Jerrold,,Nadler,,"NADLER,JERROLD",115,Jerrold Nadler,D,D,NY,New York,10th,New York,RHOB,2132,20515,3210,(202) 225-5635,20181106,20190103
NY11,R000613,"Rose, Max",Mr. Rose of New York,Mr.,Max,,Rose,,"ROSE,MAX",0,Max Rose,D,D,NY,New York,11th,Staten Island,LHOB,1529,20515,3211,(202) 225-3371,20181106,20190103
NY12,M000087,"Maloney, Carolyn",Mrs. Carolyn B. Maloney of New York,Mrs.,Carolyn,B.,Maloney,,"MALONEY,CAROLYN",115,Carolyn B. Maloney,D,D,NY,New York,12th,New York,RHOB,2308,20515,3212,(202) 225-7944,20181106,20190103
NY13,E000297,"Espaillat, Adriano",Mr. Espaillat,Mr.,Adriano,,Espaillat,,"ESPAILLAT,ADRIANO",115,Adriano Espaillat,D,D,NY,New York,13th,New York,LHOB,1630,20515,3213,(202) 225-4365,20181106,20190103
NY14,O000172,"Ocasio-Cortez, Alexandria",Ms. Ocasio-Cortez,Ms.,Alexandria,,Ocasio-Cortez,,"OCASIOCORTEZ,ALEXANDRIA",0,Alexandria Ocasio-Cortez,D,D,NY,New York,14th,Bronx,CHOB,229,20515,3214,(202) 225-3965,20181106,20190103
NY15,S000248,"Serrano, José",Mr. Serrano,Mr.,José,E.,Serrano,,"SERRANO,JOSE",115,José E. Serrano,D,D,NY,New York,15th,Bronx,RHOB,2354,20515,3215,(202) 225-4361,20181106,20190103
NY16,E000179,"Engel, Eliot",Mr. Engel,Mr.,Eliot,L.,Engel,,"ENGEL,ELIOT",115,Eliot L. Engel,D,D,NY,New York,16th,Bronx,RHOB,2426,20515,3216,(202) 225-2464,20181106,20190103
NY17,L000480,"Lowey, Nita",Mrs. Lowey,Mrs.,Nita,M.,Lowey,,"LOWEY,NITA",115,Nita M. Lowey,D,D,NY,New York,17th,Harrison,RHOB,2365,20515,3217,(202) 225-6506,20181106,20190103
NY18,M001185,"Maloney, Sean",Mr. Sean Patrick Maloney of New York,Mr.,Sean,Patrick,Maloney,,"MALONEY,SEAN",115,Sean Patrick Maloney,D,D,NY,New York,18th,Cold Spring,RHOB,2331,20515,3218,(202) 225-5441,20181106,20190103
NY19,D000630,"Delgado, Antonio",Mr. Delgado,Mr.,Antonio,,Delgado,,"DELGADO,ANTONIO",0,Antonio Delgado,D,D,NY,New York,19th,Rhinebeck,LHOB,1007,20515,3219,(202) 225-5614,20181106,20190103
NY20,T000469,"Tonko, Paul",Mr. Tonko,Mr.,Paul,,Tonko,,"TONKO,PAUL",115,Paul Tonko,D,D,NY,New York,20th,Amsterdam,RHOB,2369,20515,3220,(202) 225-5076,20181106,20190103
NY21,S001196,"Stefanik, Elise",Ms. Stefanik,Ms.,Elise,M.,Stefanik,,"STEFANIK,ELISE",115,Elise M. Stefanik,R,R,NY,New York,21st,Schuylerville,CHOB,318,20515,3221,(202) 225-4611,20181106,20190103
NY22,B001308,"Brindisi, Anthony",Mr. Brindisi,Mr.,Anthony,,Brindisi,,"BRINDISI,ANTHONY",0,Anthony Brindisi,D,D,NY,New York,22nd,Utica,CHOB,329,20515,3222,(202) 225-3665,20181106,20190103
NY23,R000585,"Reed, Tom",Mr. Reed,Mr.,Tom,,Reed,,"REED,TOM",115,Tom Reed,R,R,NY,New York,23rd,Corning,RHOB,2263,20515,3223,(202) 225-3161,20181106,20190103
NY24,K000386,"Katko, John",Mr. Katko,Mr.,John,,Katko,,"KATKO,JOHN",115,John Katko,R,R,NY,New York,24th,Syracuse,RHOB,2457,20515,3224,(202) 225-3701,20181106,20190103
NY25,M001206,"Morelle, Joseph",Mr. Morelle,Mr.,Joseph,D.,Morelle,,"MORELLE,JOSEPH",115,Joseph D. Morelle,D,D,NY,New York,25th,Irondequoit,LHOB,1317,20515,3225,(202) 225-3615,20181106,20190103
NY26,H001038,"Higgins, Brian",Mr. Higgins of New York,Mr.,Brian,,Higgins,,"HIGGINS,BRIAN",115,Brian Higgins,D,D,NY,New York,26th,Buffalo,RHOB,2459,20515,3226,(202) 225-3306,20181106,20190103
NY27,C001092,"Collins, Chris",Mr. Collins of New York,Mr.,Chris,,Collins,,"COLLINS,CHRIS",115,Chris Collins,R,R,NY,New York,27th,Clarence,RHOB,2243,20515,3227,(202) 225-5265,20181106,20190103
OH01,C000266,"Chabot, Steve",Mr. Chabot,Mr.,Steve,,Chabot,,"CHABOT,STEVE",115,Steve Chabot,R,R,OH,Ohio,1st,Cincinnati,RHOB,2408,20515,3501,(202) 225-2216,20181106,20190103
OH02,W000815,"Wenstrup, Brad",Mr. Wenstrup,Mr.,Brad,R.,Wenstrup,,"WENSTRUP,BRAD",115,Brad R. Wenstrup,R,R,OH,Ohio,2nd,Cincinnati,RHOB,2419,20515,3502,(202) 225-3164,20181106,20190103
OH03,B001281,"Beatty, Joyce",Mrs. Beatty,Mrs.,Joyce,,Beatty,,"BEATTY,JOYCE",115,Joyce Beatty,D,D,OH,Ohio,3rd,Columbus,RHOB,2303,20515,3503,(202) 225-4324,20181106,20190103
OH04,J000289,"Jordan, Jim",Mr. Jordan,Mr.,Jim,,Jordan,,"JORDAN,JIM",115,Jim Jordan,R,R,OH,Ohio,4th,Urbana,RHOB,2056,20515,3504,(202) 225-2676,20181106,20190103
OH05,L000566,"Latta, Robert",Mr. Latta,Mr.,Robert,E.,Latta,,"LATTA,ROBERT",115,Robert E. Latta,R,R,OH,Ohio,5th,Bowling Green,RHOB,2467,20515,3505,(202) 225-6405,20181106,20190103
OH06,J000292,"Johnson, Bill",Mr. Johnson of Ohio,Mr.,Bill,,Johnson,,"JOHNSON,BILL",115,Bill Johnson,R,R,OH,Ohio,6th,Marietta,RHOB,2336,20515,3506,(202) 225-5705,20181106,20190103
OH07,G000563,"Gibbs, Bob",Mr. Gibbs,Mr.,Bob,,Gibbs,,"GIBBS,BOB",115,Bob Gibbs,R,R,OH,Ohio,7th,Lakeville,RHOB,2446,20515,3507,(202) 225-6265,20181106,20190103
OH08,D000626,"Davidson, Warren",Mr. Davidson of Ohio,Mr.,Warren,,Davidson,,"DAVIDSON,WARREN",115,Warren Davidson,R,R,OH,Ohio,8th,Troy,LHOB,1107,20515,3508,(202) 225-6205,20181106,20190103
OH09,K000009,"Kaptur, Marcy",Ms. Kaptur,Ms.,Marcy,,Kaptur,,"KAPTUR,MARCY",115,Marcy Kaptur,D,D,OH,Ohio,9th,Toledo,RHOB,2186,20515,3509,(202) 225-4146,20181106,20190103
OH10,T000463,"Turner, Michael",Mr. Turner,Mr.,Michael,R.,Turner,,"TURNER,MICHAEL",115,Michael R. Turner,R,R,OH,Ohio,10th,Dayton,RHOB,2082,20515,3510,(202) 225-6465,20181106,20190103
OH11,F000455,"Fudge, Marcia",Ms. Fudge,Ms.,Marcia,L.,Fudge,,"FUDGE,MARCIA",115,Marcia L. Fudge,D,D,OH,Ohio,11th,Warrensville Heights,RHOB,2344,20515,3511,(202) 225-7032,20181106,20190103
OH12,B001306,"Balderson, Troy",Mr. Balderson,Mr.,Troy,,Balderson,,"BALDERSON,TROY",115,Troy Balderson,R,R,OH,Ohio,12th,Zanesville,LHOB,1221,20515,3512,(202) 225-5355,20181106,20190103
OH13,R000577,"Ryan, Tim",Mr. Ryan,Mr.,Tim,,Ryan,,"RYAN,TIM",115,Tim Ryan,D,D,OH,Ohio,13th,Warren,LHOB,1126,20515,3513,(202) 225-5261,20181106,20190103
OH14,J000295,"Joyce, David",Mr. Joyce of Ohio,Mr.,David,P.,Joyce,,"JOYCE,DAVID",115,David P. Joyce,R,R,OH,Ohio,14th,Russell Township,LHOB,1124,20515,3514,(202) 225-5731,20181106,20190103
OH15,S001187,"Stivers, Steve",Mr. Stivers,Mr.,Steve,,Stivers,,"STIVERS,STEVE",115,Steve Stivers,R,R,OH,Ohio,15th,Columbus,RHOB,2234,20515,3515,(202) 225-2015,20181106,20190103
OH16,G000588,"Gonzalez, Anthony",Mr. Gonzalez of Ohio,Mr.,Anthony,,Gonzalez,,"GONZALEZ,ANTHONY",0,Anthony Gonzalez,R,R,OH,Ohio,16th,Rocky River,LHOB,1023,20515,3516,(202) 225-3876,20181106,20190103
OK01,H001082,"Hern, Kevin",Mr. Kevin Hern of Oklahoma,Mr.,Kevin,,Hern,,"HERN,KEVIN",115,Kevin Hern,R,R,OK,Oklahoma,1st,Tulsa,LHOB,1019,20515,3601,(202) 225-2211,20181106,20190103
OK02,M001190,"Mullin, Markwayne",Mr. Mullin,Mr.,Markwayne,,Mullin,,"MULLIN,MARKWAYNE",115,Markwayne Mullin,R,R,OK,Oklahoma,2nd,Westville,RHOB,2421,20515,3602,(202) 225-2701,20181106,20190103
OK03,L000491,"Lucas, Frank",Mr. Lucas,Mr.,Frank,D.,Lucas,,"LUCAS,FRANK",115,Frank D. Lucas,R,R,OK,Oklahoma,3rd,Cheyenne,RHOB,2405,20515,3603,(202) 225-5565,20181106,20190103
OK04,C001053,"Cole, Tom",Mr. Cole,Mr.,Tom,,Cole,,"COLE,TOM",115,Tom Cole,R,R,OK,Oklahoma,4th,Moore,RHOB,2207,20515,3604,(202) 225-6165,20181106,20190103
OK05,H001083,"Horn, Kendra",Ms. Kendra S. Horn of Oklahoma,Ms.,Kendra,S.,Horn,,"HORN,KENDRA",0,Kendra S. Horn,D,D,OK,Oklahoma,5th,Oklahoma City,CHOB,415,20515,3605,(202) 225-2132,20181106,20190103
OR01,B001278,"Bonamici, Suzanne",Ms. Bonamici,Ms.,Suzanne,,Bonamici,,"BONAMICI,SUZANNE",115,Suzanne Bonamici,D,D,OR,Oregon,1st,Washington County,RHOB,2231,20515,3701,(202) 225-0855,20181106,20190103
OR02,W000791,"Walden, Greg",Mr. Walden,Mr.,Greg,,Walden,,"WALDEN,GREG",115,Greg Walden,R,R,OR,Oregon,2nd,Hood River,RHOB,2185,20515,3702,(202) 225-6730,20181106,20190103
OR03,B000574,"Blumenauer, Earl",Mr. Blumenauer,Mr.,Earl,,Blumenauer,,"BLUMENAUER,EARL",115,Earl Blumenauer,D,D,OR,Oregon,3rd,Portland,LHOB,1111,20515,3703,(202) 225-4811,20181106,20190103
OR04,D000191,"DeFazio, Peter",Mr. DeFazio,Mr.,Peter,A.,DeFazio,,"DEFAZIO,PETER",115,Peter A. DeFazio,D,D,OR,Oregon,4th,Springfield,RHOB,2134,20515,3704,(202) 225-6416,20181106,20190103
OR05,S001180,"Schrader, Kurt",Mr. Schrader,Mr.,Kurt,,Schrader,,"SCHRADER,KURT",115,Kurt Schrader,D,D,OR,Oregon,5th,Canby,RHOB,2431,20515,3705,(202) 225-5711,20181106,20190103
PA01,F000466,"Fitzpatrick, Brian",Mr. Fitzpatrick,Mr.,Brian,K.,Fitzpatrick,,"FITZPATRICK,BRIAN",115,Brian K. Fitzpatrick,R,R,PA,Pennsylvania,1st,Levittown,LHOB,1722,20515,3801,(202) 225-4276,20181106,20190103
PA02,B001296,"Boyle, Brendan",Mr. Brendan F. Boyle of Pennsylvania,Mr.,Brendan,F.,Boyle,,"BOYLE,BRENDAN",115,Brendan F. Boyle,D,D,PA,Pennsylvania,2nd,Philadelphia,LHOB,1133,20515,3802,(202) 225-6111,20181106,20190103
PA03,E000296,"Evans, Dwight",Mr. Evans,Mr.,Dwight,,Evans,,"EVANS,DWIGHT",115,Dwight Evans,D,D,PA,Pennsylvania,3rd,Philadelphia,LHOB,1105,20515,3803,(202) 225-4001,20181106,20190103
PA04,D000631,"Dean, Madeleine",Ms. Dean,Ms.,Madeleine,,Dean,,"DEAN,MADELEINE",0,Madeleine Dean,D,D,PA,Pennsylvania,4th,Jenkintown,CHOB,129,20515,3804,(202) 225-4731,20181106,20190103
PA05,S001205,"Scanlon, Mary",Ms. Scanlon,Ms.,Mary,Gay,Scanlon,,"SCANLON,MARY",115,Mary Gay Scanlon,D,D,PA,Pennsylvania,5th,Swarthmore,LHOB,1535,20515,3805,(202) 225-2011,20181106,20190103
PA06,H001085,"Houlahan, Chrissy",Ms. Houlahan,Ms.,Chrissy,,Houlahan,,"HOULAHAN,CHRISSY",0,Chrissy Houlahan,D,D,PA,Pennsylvania,6th,Devon,LHOB,1218,20515,3806,(202) 225-4315,20181106,20190103
PA07,W000826,"Wild, Susan",Ms. Wild,Ms.,Susan,,Wild,,"WILD,SUSAN",115,Susan Wild,D,D,PA,Pennsylvania,7th,Allentown,LHOB,1607,20515,3807,(202) 225-6411,20181106,20190103
PA08,C001090,"Cartwright, Matt",Mr. Cartwright,Mr.,Matt,,Cartwright,,"CARTWRIGHT,MATT",115,Matt Cartwright,D,D,PA,Pennsylvania,8th,Moosic,LHOB,1034,20515,3808,(202) 225-5546,20181106,20190103
PA09,M001204,"Meuser, Daniel",Mr. Meuser,Mr.,Daniel,,Meuser,,"MEUSER,DANIEL",0,Daniel Meuser,R,R,PA,Pennsylvania,9th,Dallas,CHOB,326,20515,3809,(202) 225-6511,20181106,20190103
PA10,P000605,"Perry, Scott",Mr. Perry,Mr.,Scott,,Perry,,"PERRY,SCOTT",115,Scott Perry,R,R,PA,Pennsylvania,10th,Dillsburg,LHOB,1207,20515,3810,(202) 225-5836,20181106,20190103
PA11,S001199,"Smucker, Lloyd",Mr. Smucker,Mr.,Lloyd,,Smucker,,"SMUCKER,LLOYD",115,Lloyd Smucker,R,R,PA,Pennsylvania,11th,Lancaster,CHOB,127,20515,3811,(202) 225-2411,20181106,20190103
PA12,K000395,"Keller, Fred",Mr. Keller,Mr.,Fred,,Keller,,"KELLER,FRED",0,Fred Keller,R,R,PA,Pennsylvania,12th,Middleburg,LHOB,1717,20515,3812,(202) 225-3731,20190521,20190603
PA13,J000302,"Joyce, John",Mr. Joyce of Pennsylvania,Mr.,John,,Joyce,,"JOYCE,JOHN",0,John Joyce,R,R,PA,Pennsylvania,13th,Hollidaysburg,LHOB,1337,20515,3813,(202) 225-2431,20181106,20190103
